Person ID;Date Source Text;Date Start;Start Uncertain;Date End;End Uncertain;Note Ref;Praenomen;Nomen;RE;Filiation;Cognomen;Other Names;Original Name Text;Review Later;Location;
1976;49;49;0;49;0;447, 446;Cn.;Pompeius;31;;Magnus;;Pompeius Magnus, Cn.;;;
1984;83 - 82;83;0;82;0;364;Q.;Antonius;41;;Balbus;;Antonius Balbus, Q.;;;
2013;82 - 81;82;0;81;0;366;L.;Fabius;84;;Hispaniensis;;Fabius Hispaniensis, L.;;Italy ;
2015;82 - 81;82;0;81;0;366;C.;Tarquitius;1;;;;Tarquitius, C.;;Spain;
2025;80;80;0;80;0;380;C.;Publicius;9;Q. f.;;;Publicius, C.;;;
2034;105;105;0;105;0;316;L.;Thorius;4;;Balbus;;Thorius Balbus, L.;;Rome;
2050;84;84;0;84;0;355;C.;Cassius;58;L.f.;Longinus;;Cassius L.f. Longinus, C.;;Rome;
2064;88;88;0;88;0;345;Cn.;Cornelius;216;;Lentulus;Clodianus;Cornelius Lentulus Clodianus, Cn.;;Rome;
2076;89;89;0;89;0;344;L.;Titurius;2;;Sabinus;;Titurius Sabinus, L.;;Rome;
2082;76 - 74;76;0;74;0;393;Cn.;Cornelius;228;;Lentulus;Marcellinus;Cornelius Lentulus Marcellinus, Cn.;;Spain ?;
2082;59;59;0;59;0;549;Cn.;Cornelius;228;;Lentulus;Marcellinus;Cornelius Lentulus Marcellinus, Cn.;;;
2084;74;74;0;74;0;397;P.;Cornelius;238, cf. 204;;Lentulus;Spinther;Cornelius Lentulus Spinther, P.;;;
2087;74;74;0;74;0;396;L.;Plaetorius;14;;(Cestianus);;Plaetorius (Cestianus), L.;;;
2103;84;84;0;84;0;354;C.;Licinius;112;;Macer;;Licinius Macer, C.;;Rome;
2150;99 - 96;99;0;96;0;335;L.;Caecilius;74;;Metellus;;Caecilius Metellus, L.;;Rome;
2169;69;69;0;69;0;405;M.;Plaetorius;16;;Cestianus;;Plaetorius Cestianus, M.;;Rome;
2169;67;67;0;67;0;409;M.;Plaetorius;16;;Cestianus;;Plaetorius Cestianus, M.;;;
2179;69;69;0;69;0;406;P.;Sulpicius;55;;Galba;;Sulpicius Galba, P.;;;
2191;70;70;0;70;0;403;P.;Mucius;18;;Scaevola;;Mucius Scaevola, P.;;Rome;
2198;65;65;0;65;0;411;L.;Manlius;80;;Torquatus;;Manlius Torquatus, L.;;Rome;
2205;82;82;0;82;0;367;L.;Manlius;79;;Torquatus;;Manlius Torquatus, L.;;;
2241;47 - 46;47;0;46;0;462;M.;Porcius;16;;Cato;Uticensis;Porcius Cato Uticensis, M.;;;
2248;79;79;0;79;0;383;Ti.;Claudius;253;;Nero;;Claudius Nero, Tiberius;;Rome;
2253;46 - 45;46;0;45;0;469, 470, 471;Cn.;Pompeius;32;;Magnus;;Pompeius Magnus, Cn.;;;
2254;45 - 40;45;0;40;0;477-9, 511;Sex.;Pompeius;33;;Magnus;Pius;Pompeius Magnus Pius, Sextus;;;
2262;58;58;0;58;0;422;M.;Aemilius;141;;Scaurus;;Aemilius Scaurus, M.;;;
2265;60;60;0;60;0;420;P.;Plautius;23;;Hypsaeus;;Plautius Hypsaeus, P.;;Rome;
2265;58;58;0;58;0;422;P.;Plautius;23;;Hypsaeus;;Plautius Hypsaeus, P.;;;
2312;55;55;0;55;0;432;Cn.;Plancius;4;;;;Plancius, Cn.;;Rome;
2321;70;70;0;70;0;403;Q.;Fufius;10;;Calenus;;Fufius Calenus, Q.;;Rome;
2324;47;47;0;47;0;457;A.;Allienus;1;;;;Allienus, A.;;;
2341;61;61;0;61;0;419;M.;Aemilius;73;;Lepidus;;Aemilius Lepidus, M.;;Rome;
2341;43 - 42;43;0;42;0;489, 495;M.;Aemilius;73;;Lepidus;;Aemilius Lepidus, M.;;;
2347;47 - 46;47;0;46;0;459, 460, 461;Q.;Caecilius;99;;Metellus;Pius Scipio;Caecilius Metellus Pius Scipio, Q.;;;
2350;62;62;0;62;0;415, 417;L.;Aemilius;81;;Lepidus;Paullus;Aemilius Lepidus Paullus, L. ;;Rome;
2356;49;49;0;49;0;445;L.;Cornelius;218;;Lentulus;Crus;Cornelius Lentulus Crus, L.;;;
2366;67;67;0;67;0;408;C.;Calpurnius;93;;Piso;Frugi;Calpurnius Piso Frugi, C.;;Rome;
2367;44;44;0;44;0;480;M.;Mettius;2;;;;Mettius, M.;;Rome;
2372;55;55;0;55;0;430;P.;Licinius;63;;Crassus;;Licinius Crassus, P.;;;
2392;43 - 31;43;0;31;0;488-9, 496, 516-7, 520-2, 528-9, 533, 536, 539, 542- 6;M.;Antonius;30;;;;Antonius, M.;;;
2397;49;49;0;49;0;445;C.;Claudius;217;;Marcellus;;Claudius Marcellus, C;;;
2403;59;59;0;59;0;421;M.;Nonius;52;;Sufenas;;Nonius Sufenas, M.;;Rome;
2405;80;80;0;80;0;379;L.;Procilius;1;;;;Procilius, L.;;Rome;
2424;64;64;0;64;0;412;L.;Roscius;15;;Fabatus;;Roscius Fabatus, L.;;Rome;
2439;56;56;0;56;0;427;C.;Memmius;9;C. f.;;;Memmius, C.;;Rome;
2449;46;46;0;46;0;466;A.;Hirtius;2;;;;Hirtius, A.;;;
2450;45;45;0;45;0;475;L.;Munatius;30;;Plancus;;Munatius Plancus, L.;;;
2450;47;47;0;47;0;453;L.;Munatius;30;;Plancus;;Plautius Plancus, L.;;;
2450;40;40;0;40;0;522;L.;Munatius;30;;Plancus;;Munatius Plancus, L.;;;
2458;43 - 42;43;0;42;0;498, 499, 500;C.;Cassius;59;;Longinus;;Cassius Longinus, C.;;;
2459;54;54;0;54;0;433;M.;Iunius;53;;Brutus;;Junius Brutus, M. or Caepio Brutus, Q.;;Rome;
2459;42;42;0;42;0;500-508;M.;Iunius;53;;Brutus;;Junius Brutus, M. or Caepio Brutus, Q.;;;
2478;54;54;0;54;0;434;Q.;Pompeius;41;;Rufus;;Pompeius Rufus, Q.;;Rome;
2481;55;55;0;55;0;428;Q.;Cassius;70;;Longinus;;Cassius Longinus, Q.;;Rome;
2495;48;48;0;48;0;449, 451;C.;Vibius;16;;Pansa;Caetronianus;Vibius Pansa Caetronianus, C.;;;
2497;43;43;0;43;0;484;C.;Antonius;20;;;;Antonius, C.;;;
2524;51;51;0;51;0;437;C.;Coelius;14;;Caldus;;Coelius Caldus, C.;;Rome;
2537;49;49;0;49;0;444;C.;Coponius;3, 9;;;;Coponius, C.;;;
2541;49;49;0;49;0;441;Cn.;Nerius;3;;;;Nerius, Cn.;;;
2543;31;31;0;31;0;547;Cn.;Calpurnius;95;;Piso;(Frugi);Calpurnius Piso (Frugi), Cn.;;;
2543;49;49;0;49;0;446;Cn.;Calpurnius;95;;Piso;(Frugi);Calpurnius Piso (Frugi), Cn.;;;
2572;100;100;0;100;0;329;P.;Cornelius;232;;Lentulus;Marcellinus;Cornelius Lentulus Marcellinus, P.;;Rome;
2572;50;50;0;50;0;439;P.;Cornelius;232;;Lentulus;Marcellinus;Cornelius Lentulus Marcellinus, P.;;Rome;
2575;63;63;0;63;0;413;L.;Cassius;65;;Longinus;;Cassius Longinus, L.;;Rome;
2588;42 - 41;42;0;41;0;510;L.;Staius;2;;Murcus;;Staius Murcus, L.;;;
2597;43 - 36;43;0;36;0;490, 493, 497, 518, 523, 529, 534-5, 537-8, 540;C.;Iulius;132;;Caesar;;Caesar, C.;;;
2613;46 - 45;46;0;45;0;470;M.;Minatius;3;;Sabinus;;Minatius Sabinus, M.;;;
2623;46 - 45;46;0;45;0;469;M.;Publicius;12;;;;Publicius, M.;;;
2629;42;42;0;42;0;494;L.;Livineius;3;;Regulus;;Livineius Regulus, L.;;Rome;
2638;39;39;0;39;0;531;P.;Ventidius;5;;Bassus;;Ventidius Bassus, P.;;;
2684;48;48;0;48;0;448;L.;Hostilius;23;;Saserna;;Hostilius Saserna, L.;;Rome;
2687;109 - 108;109;0;108;0;302;L.;Flaminius;7;;Chilo;;Flaminius Chilo, L.;;Rome;
2687;43;43;0;43;0;485;L.;Flaminius;7;;Chilo;;Flaminius Chilo, L.;;Rome;
2692;31;31;0;31;0;545;D.;Turullius;1;;;;Turullius, D.;;;
2699;41;41;0;41;0;519;Cn.;Domitius;23;;Ahenobarbus;;Domitius Ahenobarbus, Cn.;;;
2710;43;43;0;43;0;491;L.;Cestius;4;;;;Cestius, L.;;;
2719;43 - 42;43;0;42;0;505;M.;Servilius;21;;;;Servilius, M.;;;
2720;43 - 42;43;0;42;0;507;P.;Servilius;53;;Casca;Longus;Servilius Casca Longus, P.;;;
2744;43 - 42;43;0;42;0;504;C.;Flavius;11;;Hemic-;;Flavius Hemic, C.;;;
2747;116 - 115;116;0;115;0;285;M.;Iunius;172;;Silanus;;Silanus, M.;;Rome;
2747;33;33;0;33;0;542;M.;Iunius;172;;Silanus;;Junius Silanus, M.;;;
2773;43 - 42;43;0;42;0;508;L.;Plaetorius;15;;Cestianus;;Plaetorius Cestianus, L.;;;
2777;40;40;0;40;0;524;Q.;Labienus;5;;Parthicus;;Labienus Parthicus, Q.;;;
2788;40;40;0;40;0;523;Q.;Salvidienus;4;;Rufus;;Salvidienus Rufus, Q.;;;
2800;41;41;0;41;0;517;M.;Barbatius;1;;Pollio;;Barbatius Pollio, M.;;;
2802;41;41;0;41;0;517;L.;Gellius;18;;Poplicola;;Gellius Poplicola, L.;;;
2806;41;41;0;41;0;517;M.;Cocceius;13;;Nerva;;Cocceius Nerva, M.;;;
2808;38;38;0;38;0;534;M.;Vipsanius;2;;Agrippa;;Vipsanius Agrippa, M.;;;
2819;41;41;0;41;0;518;L.;Cornelius;69;;Balbus;;Cornelius Balbus, L.;;;
2823;39;39;0;39;0;530;L.;Sempronius;26;;Atratinus;;Sempronius Atratinus, L.;;;
2852;44 - 43;44;0;43;0;483;Q.;Nasidius;4;;;;Nasidius, Q.;;;
2916;88 (?);88;1;88;1;550;Q.;Oppius;21;;;;Oppius, Q.;;Laodiceia-ad-Lycum ?;
2946;46;46;0;46;0;463;M'.;Cordius;2;;Rufus;;Cordius Rufus, Mn.;;Rome;
2959;124;124;0;124;0;273;Q.;Fabius;92;;Labeo;;Fabius Labeo, Q.;;Rome;
3052;40 or later;40;0;40;1;525;Ti.;Sempronius;56;;Gracchus;;Sempronius Gracchus, Ti.;;Rome;
3061;after 40;39;0;39;1;526;Q.;Voconius;5;;Vitulus;;Voconius Vitulus, Q.;;Rome;
3080;62;62;0;62;0;416, 417;L.;Scribonius;19;;Libo;;Scribonius Libo, L.;;Rome;
3097;41;41;0;41;0;512;C.;Clodius;62;;Vestalis;;Clodius Vestalis, C.;;Rome;
3126;131;131;0;131;0;254;M.;Opimius;8;;;;Opimius, M.;;Rome;
3176;75;75;0;75;0;391;C.;Egnatius;27;;Maximus;;Egnatius Maximus, C.;;;
3256;77;77;0;77;0;387;L.;Rutilius;16;;Flaccus;;Rutilius Flaccus, L.;;Rome;
3384;101;101;0;101;0;325;L.;Sentius;6;;;;Sentius, L.;;Rome;
3391;99 - 96;99;0;96;0;335;A.;Postumius;35;S. f.;Albinus;;Postumius Albinus, A.;;Rome;
3449;97;97;0;97;0;333;C.;Egnatuleius;1;;;;Egnatuleius, C.;;;
3450;47 - 46;47;0;46;0;461;;Eppius;1;;;;Eppius;;;
3450;44;44;0;44;0;478;;Eppius;1;;;;Eppius;;Spain;
938;211;211;0;211;0;63;L.;Cornelius;187;;Lentulus;;Cornelius Lentulus, L.;;;
959;210;210;0;210;0;64;P.;Manlius;98;;Vulso;;Manlius Vulso, P.;;;
980;211 - 209;211;0;209;0;81;Cn.;Cornelius;131;;Dolabella;;Cornelius Dolabella, Cn.;;Sicily ?;
983;209;209;0;209;0;65;C.;Aurunculeius;1;;;;Aurunculeius, C.;;;
999;126;126;0;126;0;267;T.;Quinctius;45;;Flamininus;;Quinctius Flamininus, T.;;Rome;
999;196;196;0;196;0;548;T.;Quinctius;45;;Flamininus;;Quinctius Flamininus, T.;;;
